3.003955890774e+01,2.486630468473e+00,7.158334321679e+01,1.582894953090e+02,-9.053903082927e+01,-5.421559252099e+01,-5.964590390546e-01,-6.456871375462e+01,3.834954191623e+00,-1.093033592196e+01
2.088549001592e+02,-3.142087473600e+01,1.082037723961e+02,1.633347457782e+01,-1.430202573591e+01,-4.355146349525e+01,-3.732999351368e+01,-3.340419949777e+00,-6.563017500206e+00,7.771152120386e+00
-1.011703730074e+02,-5.763837815257e+00,7.763589162165e+01,-1.083759989882e+02,2.002272308205e+00,6.524610255056e+01,-1.040219318581e+02,3.531287890539e+01,3.623628068311e+01,-1.582457306903e+00
-7.311203394948e+01,1.240458108225e+02,-5.969126553488e+01,-1.334017042724e+02,2.013546626790e+01,-2.700355500840e+01,2.605877655268e+01,5.022940004475e+01,-1.181077838118e+01,8.428591835969e+00
-4.391948139396e+01,1.797304990607e+02,-1.268054735202e+01,-9.648363163562e+01,8.249445959000e+01,1.969104280416e+01,9.014176022074e-01,1.222548160751e+01,-8.269229265274e-01,1.077986198707e+01
-4.381804860441e+01,-3.590132353494e+01,1.228237768673e+02,3.627422116884e+01,2.481018969714e+01,-1.870816669924e+01,6.380178216912e+01,-5.824501260510e+00,-1.369773357743e+01,7.641780536560e+00
4.109670819475e+01,-4.443671197178e+01,-8.213955475692e+01,-1.064903159287e+02,-1.801018941848e+01,1.487565529076e+01,5.411417949277e+01,-3.640441812553e+01,2.524453774115e+01,1.380058143761e+01
5.475205856238e+01,-1.354523267272e+01,-5.712074027753e+01,3.236966964953e+01,-3.334439574962e+01,-1.943729465125e+01,1.392758237265e+01,3.134739306778e+01,1.049738497635e+01,-9.896088069819e+00
2.825190673916e+02,1.607222890746e+02,-1.314316970916e+02,7.789663702710e+01,6.978160277161e+01,-2.527782244389e+01,2.689891209547e+01,-7.873574544082e+00,5.657579305922e+00,7.263334322250e+00
-8.449195065676e+01,-1.801625229954e+01,-1.416526428593e+02,2.071978068724e+01,-1.953787082012e+01,-6.386409236189e+01,-1.716894951323e+01,2.465216458546e+01,-1.218615007709e+01,-2.987249309146e+00
-1.417967897585e+02,-2.377529669148e+02,9.736211060271e+01,-4.632540267907e+01,7.320897350037e+01,-3.519314691767e+01,-3.926976707769e+00,6.517714695731e+01,-8.554255433303e-01,-1.341825908616e+01
-2.699278400750e+01,1.396462018025e+02,8.379407234458e+01,-3.411622589366e+01,4.153145568607e+01,5.923064510633e+01,3.735950357878e+01,-3.978651721760e+01,2.552030942497e+01,6.500536569597e+00
-1.280156733729e+02,4.608158254828e+01,6.535645337339e+01,6.692266625641e+00,-2.329328998253e+00,2.971162857441e+01,-8.992193052141e+01,4.662329837341e+01,-7.809838929663e+00,2.485285942283e+00
3.152966628072e+02,4.477964850245e+01,-4.159813443735e+01,7.638959914020e-01,-9.681396038621e+01,6.021385234837e+01,-2.429026654896e+01,3.622851443576e+01,5.666712263659e+00,1.175974288526e+01
1.046839483163e+02,-5.290207608661e+01,-5.739240422579e+01,-1.029159833704e+02,6.970737739568e+01,-4.627359938779e+01,-2.258324258088e+01,-7.720603057875e+00,5.284282276114e+00,2.876429831716e-01
-3.570258718267e+01,-1.771445134860e+00,2.712174327231e+01,1.545567272717e+02,-7.518485925165e+01,-2.070290172671e+01,3.034534596702e+01,-2.172946878358e+00,6.574363127594e+00,-1.706651138088e+01
1.299993751022e+01,-1.351416150378e+02,3.235538722064e+01,2.134856215734e+00,1.949942139463e+01,3.949402957420e+01,-4.117175632437e+01,-2.600344328970e+01,-2.076826767996e+01,-4.629064740063e+00
1.126702884851e+02,-6.815527778004e+01,3.298633808835e+01,-1.433454689843e+01,1.011205699365e+02,3.857882836800e+00,-6.608724804048e+00,-1.795593588163e+01,-6.428680508674e+00,2.595363669235e+00
6.153281802744e+01,-3.267543983072e+01,2.379813779459e+01,-1.552497130960e+01,-3.454878942981e+01,-2.464075525132e+01,-2.855214033338e+01,-1.978442368830e+01,8.989919936708e+00,-1.382556670368e+00
-9.577765444205e+01,-1.215391088779e+01,5.674339886240e+01,-8.734323801791e+01,-6.014395343546e+01,7.960233241926e+01,3.102439534822e+01,3.122013181289e+01,-9.706983061762e+00,-4.879168366826e+00
-6.138900660631e+00,1.637224532713e+01,7.934176491649e+01,-1.408098016675e+02,7.441595861302e+01,6.338855435163e+01,-1.037625464759e+02,7.194170222456e+01,-1.113742405698e+01,4.557940618092e+00
-1.572675898150e+02,-1.991603541019e+01,-2.216522721446e+01,-7.279029282572e+01,7.236614217443e+01,-2.154920320565e+01,1.215040917597e+01,-1.528854745234e+01,1.074565273769e+01,-1.130526938110e+01
8.997357140766e+01,-6.846124367935e+01,8.887436440489e+01,4.500514173348e+01,5.537011847870e+01,-2.551878613025e+01,2.155056903284e+01,3.371541041482e+01,-2.013828243808e+01,-5.126372089504e+00
2.065519322590e+01,1.423989095955e+02,4.115498511666e+01,8.771780699153e+01,-5.245690079511e-01,3.948362328321e+01,5.904617270675e+00,-3.507324302824e+01,1.648221199757e+01,-1.714130678639e-01
-6.021416663889e+01,1.200284780846e+01,-3.217531295861e+00,-3.281769135874e+01,-8.117301990151e+00,5.053787098774e+01,-2.695819385742e+01,-8.336593448465e+00,-3.167921399740e+01,-1.509296724969e+00
1.288055175227e+01,1.676395363266e+02,-1.573736227812e+02,-6.254566948127e+01,3.039589711145e+01,-8.624894969978e+00,-3.342198599708e+00,-4.039743395930e+01,9.358858918238e+00,2.076114919607e+00
-3.676300789333e+01,-2.155070998962e+01,4.353013858744e+01,9.288660203453e+01,2.852851191823e+01,-7.017700201602e+01,2.714368244068e+01,4.225214867528e+01,-2.470384486325e+01,-1.465565182621e+01
1.457928915478e+02,-1.477018874394e+02,-5.873781486469e+01,-8.387140812625e+01,4.071304007755e+01,-2.142936745051e+01,-2.131027651405e+01,2.066088164620e+01,3.873287827832e-01,6.020927425455e+00
-8.486781076339e+01,-1.920933868235e+02,-1.134054919044e+02,5.015185386477e+01,-5.184145976346e+01,-7.708512184619e+01,-4.756879030643e+01,-2.096101289214e+01,2.892521412667e+01,1.594498388264e+01
-7.849778571223e+01,-2.219162361030e+02,-9.660240787580e+01,-4.110371266790e+01,-1.197167845686e+01,1.972321622795e+01,1.051909529799e+00,3.077751740669e+00,-3.621381404271e+00,1.494480315288e-01
9.552102489966e+01,-7.662351786465e+01,4.808381795548e+01,4.198811471028e+01,5.446181017737e+01,-4.504179564147e+01,-6.208814990786e+01,1.525830361560e+01,2.709879995411e+01,9.079044815991e+00
-2.149658015375e+01,6.445013902414e+01,-1.600483129099e+02,3.057417860617e+00,-1.435920106606e+01,2.157047551885e+01,9.088790882097e+01,-4.017589284237e+01,2.019976017841e+01,-1.869038214112e+01
-1.637826712870e+02,1.784694172417e+01,-9.312280244654e+01,-1.788039137584e+02,-4.420352740390e+01,-3.670427990642e+01,-1.687723093419e+01,-1.292678626785e+01,1.026269244450e+01,-2.747524696079e+00
7.426477261580e+01,-2.458142327174e+02,2.833820696110e+01,7.893826117733e+01,-6.805342431392e+01,6.036186549332e+01,-2.376359619570e+01,5.597687331618e+01,1.636838467857e+01,-8.584527472705e+00
-2.408406534451e+01,-1.759319885339e+01,1.124522187278e+02,-2.046864123662e+01,5.036798651931e+01,-3.011649151777e+01,4.915590621661e+01,1.806860875151e+01,3.020198856971e+01,-3.678936726547e-01
-4.835898726706e+00,-1.152194503178e+01,-8.319641561163e+01,-2.961607445453e+01,3.183088426606e+01,3.493477067559e+01,-4.064784087683e+01,1.070921999481e+01,1.845538353798e+01,-9.669463757137e+00
-6.418592635587e+01,-9.695196938969e+00,5.242679947647e+01,6.635244593074e+01,3.221209144753e+01,-3.635638957134e+01,6.813740963313e+01,-4.604039846496e+01,2.805336000889e+01,3.487214756380e+00
3.101191028221e+01,4.167807464990e+01,1.559065319225e+00,-5.020533749303e+01,4.397302344654e+01,-5.302489999816e+01,1.999556308062e+01,-2.127207021465e+00,1.785206818330e+01,3.101712542750e+01
2.519952039050e+01,1.395425033532e+02,8.990397206441e+01,6.300320015023e+01,3.723223821940e+01,2.733783082148e+01,1.932870708923e+01,-5.126691215223e+00,-1.602048216678e+01,1.010095808026e+00
2.309761952195e+01,6.628044527067e+00,-9.231623499196e+00,2.255187639753e+01,-5.421881206992e+01,3.758495013165e+01,2.760499195309e+01,3.287989201856e+00,-1.909483394655e+01,-4.509616775475e+00
-3.789954974598e+01,-1.893137700777e+02,2.205584289565e-01,3.434147302890e+01,-2.259583833602e+01,1.997205910852e+01,-3.219262536442e+01,1.255072376660e+01,-1.754871997716e-01,-1.123506919265e+01
4.367783241483e+01,-5.951634870801e+01,-1.086452102497e+02,4.454140762637e+01,-1.400171907940e+01,-4.019641540429e+01,-1.748971134928e+01,-1.604167895301e+00,-4.924973282685e+00,-2.446314290905e-01
1.713471597171e+02,-1.113921160332e+02,6.784357358094e+01,1.205610191725e+01,2.781090075386e+01,1.061116789577e+01,-1.882323274289e+01,-2.452008032374e+00,-1.545673201925e+01,-2.067901521149e+00
